Описание;Цена;Рейтинг;Ссылка
Смартфон Samsung Galaxy S24+ 12/512Gb,  SM-S926B,  черный;105990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-512gb-sm-s926b-chernyi-2000214/
Смартфон Samsung Galaxy S24+ 12/512Gb,  SM-S926B,  желтый;105990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-512gb-sm-s926b-zheltyi-2000209/
Смартфон Samsung Galaxy S24+ 12/256Gb,  SM-S926B,  желтый;92990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-256gb-sm-s926b-zheltyi-2000204/
Смартфон Samsung Galaxy A25 6/128Gb,  SM-A256E,  желтый;21590₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a25-6-128gb-sm-a256e-zheltyi-1999543/
Смартфон Samsung Galaxy A06 4/64Gb,  SM-A065F,  черный;10990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a06-sm-a065f-64gb-4gb-chernyi-3g-4g-6-7-720x16-2056541/
Смартфон Samsung Galaxy A06 4/64Gb,  SM-A065F,  голубой;10990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a06-sm-a065f-64gb-4gb-goluboi-3g-4g-6-7-720x16-2056534/
Смартфон TECNO Phantom V Flip2 5G 8/256Gb,  AE11,  зеленый;69990₽;5;https://www.citilink.ru/product/smartfon-tecno-phantom-v-flip2-5g-ae11-256gb-8gb-zelenyi-3g-4g-6-9-108-2056527/
Смартфон NOTHING CMF Phone 1 8/256 Gb,  A015,  светло-зеленый;31990₽;;https://www.citilink.ru/product/smartfon-nothing-phone-1-a015-256gb-8gb-kak-novyi-svetlo-zelenyi-3g-4g-2054943/
Смартфон INFINIX Hot 50 8/256Gb,  X6882,  серый титан;17990₽;;https://www.citilink.ru/product/smartfon-infinix-hot-50-x6882-256gb-8gb-seryi-titan-3g-4g-6-8-and-802-2052909/
Смартфон OPPO A3 6/256Gb,  CPH2669,  белый;15990₽;;https://www.citilink.ru/product/smartfon-oppo-a3-cph2669-256gb-8gb-belyi-3g-4g-6-67-720x1612-and14-50m-2053718/
Смартфон Meizu Note 21 Pro 8/256Gb,  M412H,  голубой;22990₽;;https://www.citilink.ru/product/smartfon-meizu-note-21-pro-m2412-256gb-8gb-sinii-3g-4g-6-78-1080x2460-2050929/
Смартфон Meizu Note 21 Pro 8/256Gb,  M412H,  белый;22990₽;;https://www.citilink.ru/product/smartfon-meizu-note-21-pro-m2412-256gb-8gb-belyi-3g-4g-6-78-1080x2460-2050920/
Смартфон Meizu Note 21 8/256Gb,  M411H,  голубой;16990₽;;https://www.citilink.ru/product/smartfon-meizu-note-21-m2411-256gb-8gb-sinii-3g-4g-6-74-720x1600-and14-2050918/
Смартфон INFINIX Hot 50 8/256Gb,  X6882,  зеленый;17990₽;;https://www.citilink.ru/product/smartfon-infinix-hot-50-x6882-256gb-8gb-zelenyi-3g-4g-6-8-and-802-11-a-2052912/
Смартфон OPPO Reno12 F 8/512Gb,  CPH2687,  оранжевый;25990₽;;https://www.citilink.ru/product/smartfon-oppo-reno12-f-cph2687-512gb-8gb-oranzhevyi-3g-4g-6-67-1080x24-2048033/
Смартфон OPPO Reno12 F 8/512Gb,  CPH2687,  темно-зеленый;25990₽;;https://www.citilink.ru/product/smartfon-oppo-reno12-f-cph2687-512gb-8gb-temno-zelenyi-3g-4g-6-67-1080-2048031/
Смартфон OPPO Reno12 F 8/256Gb,  CPH2687,  серый;23990₽;;https://www.citilink.ru/product/smartfon-oppo-reno12-f-cph2687-256gb-8gb-seryi-3g-4g-6-67-1080x2412-an-2048030/
Смартфон OPPO Reno12 F 8/256Gb,  CPH2687,  темно-зеленый;23990₽;5;https://www.citilink.ru/product/smartfon-oppo-reno12-f-cph2687-256gb-8gb-temno-zelenyi-3g-4g-6-67-1080-2048029/
Смартфон OPPO A60 8/256Gb,  CPH2631,  голубой;17990₽;;https://www.citilink.ru/product/smartfon-oppo-a60-cph2631-256gb-8gb-goluboi-3g-4g-6-67-1080x2400-and14-2048014/
"Смартфон Apple iPhone 12 Pro Max 256Gb ""Как новый"",  серебристый";89540₽;;https://www.citilink.ru/product/smartfon-apple-iphone-12-pro-max-256gb-8gb-serebristyi-3g-4g-6-7-oled-2069789/
Смартфон Samsung Galaxy Z Flip 6 12/512Gb,  SM-F741B,  голубой;129990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-6-5g-sm-f741b-512gb-12gb-goluboi-3g-4g-2033146/
Смартфон Samsung Galaxy Z Flip 6 12/256Gb,  SM-F741B,  серый;119990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-6-5g-sm-f741b-256gb-12gb-seryi-3g-4g-6-2033138/
Смартфон vivo V30 Lite 8/256Gb,  зеленый безмятежный;23990₽;;https://www.citilink.ru/product/smartfon-vivo-v30-lite-256gb-8gb-zelenyi-3g-4g-6-67-1080x2400-and14-50-2033087/
Смартфон Samsung Galaxy Z Flip 6 12/512Gb,  SM-F741B,  желтый;129990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-6-5g-sm-f741b-512gb-8gb-zheltyi-3g-4g-6-2031497/
Смартфон Samsung Galaxy Z Flip 6 12/512Gb,  SM-F741B,  мятный;129990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-6-5g-sm-f741b-512gb-8gb-myatnyi-3g-4g-6-2031495/
Смартфон Samsung Galaxy Z Fold 6 12/512Gb,  SM-F956B,  серый;199990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-6-5g-sm-f956b-512gb-12gb-seryi-3g-4g-7-2031414/
Смартфон Xiaomi Redmi 13 6/128 Gb,  голубой;14990₽;;https://www.citilink.ru/product/smartfon-xiaomi-redmi-13-128gb-6gb-goluboi-3g-4g-2sim-6-79-ips-1080x24-2029539/
Смартфон TECNO Camon 30 8/256Gb,  коричневый;19490₽;5;https://www.citilink.ru/product/smartfon-tecno-camon-30-256gb-8gb-korichnevyi-3g-4g-6-78-1080x2436-and-2028497/
Смартфон REALME GT 6 16/512Gb,  RMX3851,  зеленый туман;70880₽;5;https://www.citilink.ru/product/smartfon-realme-gt6-rmx3851-512gb-16gb-zelenyi-3g-4g-6-78-2400x1080-an-2028038/
Смартфон Xiaomi Poco F6 8/256Gb,  зеленый;42990₽;5;https://www.citilink.ru/product/smartfon-xiaomi-poco-f6-256gb-8gb-zelenyi-3g-4g-2sim-6-67-amoled-1220x-2027566/
Смартфон INFINIX Hot 50i 6/128Gb,  X6531B,  серый титан;11990₽;;https://www.citilink.ru/product/smartfon-infinix-hot-50i-x6531b-128gb-6gb-seryi-titan-3g-4g-6-8-and-80-2052920/
Смартфон INFINIX Hot 40 8/128Gb,  X6836,  золотой;15990₽;;https://www.citilink.ru/product/smartfon-infinix-hot-40-x6836-128gb-8gb-zolotistyi-3g-4g-6-78-1080x246-2023756/
Смартфон TECNO Pova 6 8/256Gb,  зеленый;19990₽;;https://www.citilink.ru/product/smartfon-tecno-pova-6-256gb-8gb-zelenyi-3g-4g-6-8-1080x2436-and14-108m-2023455/
Смартфон vivo Y03 4/128Gb,  V2332,  мятный зеленый;10990₽;5;https://www.citilink.ru/product/smartfon-vivo-y03-v2332-128gb-4gb-myatnyi-3g-4g-6-56-720x1600-and14-8m-2015395/
Смартфон Huawei nova 12s 8/256Gb,  FOA-LX9,  синий;33990₽;4;https://www.citilink.ru/product/smartfon-huawei-nova-12s-foa-lx9-256gb-8gb-sinii-3g-4g-6-8-1080x2388-a-2015353/
Смартфон INFINIX Note 40 8/256Gb,  X6853,  золотой;21990₽;5;https://www.citilink.ru/product/smartfon-infinix-note-40-x6853-256gb-8gb-zolotistyi-3g-4g-2sim-6-78-am-2014121/
Смартфон INFINIX Note 40 8/256Gb,  X6853,  черный;21990₽;5;https://www.citilink.ru/product/smartfon-infinix-note-40-x6853-256gb-8gb-chernyi-3g-4g-2sim-6-78-amole-2014118/
Смартфон INFINIX Smart 8 Pro 4/256Gb,  X6525B,  золотой;12990₽;;https://www.citilink.ru/product/smartfon-infinix-smart-8-pro-x6525b-256gb-4gb-zolotistyi-3g-4g-2sim-6-2014080/
Смартфон OPPO Reno11 F 8/256Gb,  CPH2603,  голубой;29990₽;5;https://www.citilink.ru/product/smartfon-oppo-reno11-f-cph2603-256gb-8gb-goluboi-3g-4g-6-7-1080x2412-a-2013484/
Смартфон TECNO Spark 20 Pro+ 8/256Gb,  белый;20990₽;5;https://www.citilink.ru/product/smartfon-tecno-spark-20-pro-8-256gb-belyi-2013478/
Смартфон ULEFONE Armor X12 Pro 4/64Gb,  оранжевый / черный;13990₽;;https://www.citilink.ru/product/smartfon-ulefone-armor-x12-pro-4-64gb-oranzhevyi-chernyi-2011102/
Смартфон ULEFONE Armor 22 8/256Gb,  зеленый;25990₽;;https://www.citilink.ru/product/smartfon-ulefone-armor-22-8-256gb-zelenyi-2011098/
Смартфон ULEFONE Armor 21 8/256Gb,  черный;29990₽;5;https://www.citilink.ru/product/smartfon-ulefone-armor-21-8-256gb-chernyi-2011094/
Смартфон TECNO Spark Go 2024 4/64Gb,  золотой;7990₽;4;https://www.citilink.ru/product/smartfon-tecno-spark-go-2024-4-64gb-zolotoi-2006351/
Смартфон INFINIX Hot 40i 4/128Gb,  X6528B,  золотой;11990₽;;https://www.citilink.ru/product/smartfon-infinix-hot-40i-x6528b-128gb-4gb-zolotistyi-3g-4g-2sim-6-56-i-2004856/
Смартфон Samsung Galaxy S24 8/256Gb,  SM-S921B,  серый;82990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-8-256gb-sm-s921b-seryi-2004299/
Смартфон Samsung Galaxy S24+ 12/512Gb,  SM-S926B,  желтый;105990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-512gb-sm-s926b-zheltyi-2004288/
Смартфон Samsung Galaxy S24 Ultra 12/1Tb,  черный титан;159990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-ultra-5g-12-1tb-sm-s928b-chernyi-titan-2000216/
Смартфон Samsung Galaxy S24+ 12/512Gb,  SM-S926B,  черный;105990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-512gb-sm-s926b-chernyi-2000214/
Смартфон Samsung Galaxy S24+ 12/512Gb,  SM-S926B,  желтый;105990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-512gb-sm-s926b-zheltyi-2000209/
Смартфон Samsung Galaxy S24+ 12/256Gb,  SM-S926B,  желтый;92990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-s24-5g-12-256gb-sm-s926b-zheltyi-2000204/
Смартфон Samsung Galaxy A25 6/128Gb,  SM-A256E,  желтый;21590₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a25-6-128gb-sm-a256e-zheltyi-1999543/
Смартфон Apple iPhone 15 Pro Max 1Tb,  A3105,  титан;211490₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-max-1tb-a3105-titan-1989576/
Смартфон Apple iPhone 15 Pro 1Tb,  A3101,  черный титан;196690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-1tb-a3101-chernyi-titan-1988215/
Смартфон Apple iPhone 15 Pro 1Tb,  A3101,  титан;196690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-1tb-a3101-titan-1983867/
Смартфон Apple iPhone 15 Pro 1Tb,  A3101,  синий титан;196690₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-1tb-a3101-sinii-titan-1983866/
Смартфон Apple iPhone 15 Pro 1Tb,  A3101,  белый титан;196690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-1tb-a3101-belyi-titan-1983865/
Смартфон Samsung Galaxy S23 FE 8/256Gb,  SM-S711B,  мятный;60190₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s23-fe-5g-8-256gb-sm-s711b-myatnyi-1983325/
Смартфон Samsung Galaxy S23 FE 8/128Gb,  SM-S711B,  бежевый;56790₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s23-fe-5g-8-128gb-sm-s711b-bezhevyi-1983263/
Смартфон Apple iPhone 15 Pro 1Tb,  A3104,  синий титан;196690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-1tb-a3104-sinii-titan-1981762/
Смартфон Apple iPhone 15 Pro 1Tb,  A3104,  белый титан;196690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-1tb-a3104-belyi-titan-1981760/
Смартфон Samsung Galaxy A34 5G 6/128Gb,  SM-A346E,  зеленый лайм;24990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a34-5g-6-128gb-sm-a346e-zelenyi-laim-1979196/
Смартфон OPPO A38 4/128Gb,  золотой;10990₽;5;https://www.citilink.ru/product/smartfon-oppo-a38-4-128gb-zolotoi-1978523/
Смартфон Samsung Galaxy Z Fold 4 12/1Tb,  SM-F936B,  серо-зеленый;159990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-4-12-1tb-sm-f936b-sero-zelenyi-1977946/
Смартфон Samsung Galaxy Z Fold 4 12/1Tb,  SM-F936B,  бежевый;159990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-4-12-1tb-sm-f936b-bezhevyi-1977943/
Смартфон Samsung Galaxy Z Flip 5 8/512Gb,  SM-F731B,  бежевый;100590₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-5-5g-8-512gb-sm-f731b-bezhevyi-1971777/
Смартфон Samsung Galaxy Z Flip 5 8/512Gb,  SM-F731B,  графит;100590₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-5-5g-8-512gb-sm-f731b-grafit-1969982/
Смартфон Samsung Galaxy Z Flip 5 8/512Gb,  SM-F731B,  бежевый;100590₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-5-5g-8-512gb-sm-f731b-bezhevyi-1969360/
Смартфон Samsung Galaxy Z Flip 5 8/512Gb,  SM-F731B,  графит;100590₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-5-5g-8-512gb-sm-f731b-grafit-1969358/
Смартфон Samsung Galaxy Z Flip 5 8/512Gb,  SM-F731B,  мятный;100590₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-5-5g-8-512gb-sm-f731b-myatnyi-1969355/
Смартфон Samsung Galaxy Z Fold 5 12/512Gb,  SM-F946B,  черный фантом;160990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-5-5g-12-512gb-sm-f946b-chernyi-fantom-1969326/
Смартфон Samsung Galaxy Z Fold 5 12/256Gb,  SM-F946B,  голубой;145390₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-5-5g-12-256gb-sm-f946b-goluboi-1969318/
Смартфон DOOGEE V30 8/256Gb,  оранжевый / черный;45990₽;;https://www.citilink.ru/product/smartfon-doogee-v30-8-256gb-oranzhevyi-chernyi-1968429/
Смартфон Samsung Galaxy S23 8/128Gb,  SM-S911B,  черный фантом;66190₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s23-5g-8-128gb-sm-s911b-chernyi-fantom-1964194/
Смартфон INFINIX Note 30 8/128Gb,  X6833B,  золотистый;18990₽;5;https://www.citilink.ru/product/smartfon-infinix-note-30-8-128gb-x6833b-zolotistyi-1963948/
Смартфон ASUS ROG Phone 7 5G 12/256Gb,  AI2205,  черный;89990₽;;https://www.citilink.ru/product/smartfon-asus-rog-phone-7-5g-12-256gb-ai2205-chernyi-1942980/
Смартфон INFINIX Hot 50i 4/256Gb,  X6531B,  серый титан;12990₽;;https://www.citilink.ru/product/smartfon-infinix-hot-50i-x6531b-256gb-4gb-seryi-titan-3g-4g-6-8-and-80-2052924/
Смартфон INFINIX Note 30i 8/128Gb,  X6716,  золотой;17990₽;5;https://www.citilink.ru/product/smartfon-infinix-note-30i-8-128gb-x6716-zolotoi-1937263/
Смартфон INFINIX Note 30i 8/128Gb,  X6716,  зеленый;17990₽;4.5;https://www.citilink.ru/product/smartfon-infinix-note-30i-8-128gb-x6716-zelenyi-1937261/
Смартфон Apple iPhone 13 128Gb,  A2482,  сияющая звезда;63690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-13-a2482-128gb-4gb-siyayusch-zv-3g-4g-6-1-1170x2-1863707/
Смартфон INFINIX Smart 9 4/128Gb,  X6532,  титан;9990₽;;https://www.citilink.ru/product/smartfon-infinix-smart-9-x6532-128gb-4gb-titan-3g-4g-6-8-and-802-11-a-2052935/
Смартфон BLACKVIEW BV9300 Pro 12/256Gb,  оранжевый;32990₽;;https://www.citilink.ru/product/smartfon-blackview-bv9300-pro-256gb-12gb-oranzhevyi-3g-4g-2sim-6-7-ips-2048634/
Смартфон Apple iPhone 16 Pro 128Gb,  A3292,  черный титан;147790₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-a3292-128gb-chern-tit-3g-4g-1sim-6-3-ios-2066433/
Смартфон Apple iPhone 16 Pro 128Gb,  A3292,  титан;147790₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-a3292-128gb-titan-3g-4g-1sim-6-3-ios-18-8-2066434/
Смартфон Apple iPhone 16 Pro 128Gb,  A3292,  белый титан;147790₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-a3292-128gb-belyi-titan-3g-4g-1sim-6-3-io-2066435/
Смартфон TECNO Camon 30S 8/128Gb,  золотистый;18990₽;;https://www.citilink.ru/product/smartfon-tecno-camon-30s-128gb-8gb-zolotistyi-3g-4g-6-78-1080x2436-and-2068551/
Смартфон vivo Y19s 6/128Gb,  черный блестящий;15990₽;;https://www.citilink.ru/product/smartfon-vivo-y19s-128gb-6gb-blestyaschii-chernyi-3g-4g-6-68-lcd-1080x-2066516/
Смартфон INOI Note 13s 4/128Gb,  фиолетовый;10990₽;;https://www.citilink.ru/product/smartfon-inoi-note-13s-128gb-fioletovyi-3g-4g-2sim-6-75-and13-802-11-b-2070767/
Смартфон INOI A54 4/256Gb,  фиолетовый;12990₽;;https://www.citilink.ru/product/smartfon-inoi-a54-256gb-fioletovyi-3g-4g-2sim-6-75-and13-802-11-b-g-n-2070765/
Смартфон INOI A54 4/128Gb,  фиолетовый;12990₽;;https://www.citilink.ru/product/smartfon-inoi-a54-128gb-fioletovyi-3g-4g-2sim-6-75-and13-802-11-b-g-n-2070764/
Смартфон INOI A54 4/128Gb,  черный;12990₽;;https://www.citilink.ru/product/smartfon-inoi-a54-128gb-chernyi-3g-4g-2sim-6-75-and13-802-11-b-g-n-ac-2070763/
Смартфон Samsung Galaxy A06 4/64Gb,  SM-A065F,  золотистый;10990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-a06-sm-a065f-64gb-4gb-zolotistyi-3g-4g-6-7-720-2063291/
Смартфон DOOGEE S punk 6/256Gb,  черный;24990₽;;https://www.citilink.ru/product/smartfon-doogee-s-punk-256gb-6gb-chernyi-3g-4g-2sim-6-58-ips-1080x2408-2071852/
Смартфон Apple iPhone 16 128Gb,  A3286,  белый;106590₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-a3286-128gb-belyi-3g-4g-1sim-6-1-1179x2556-io-2068860/
Смартфон INFINIX Hot 50 Pro 8/256Gb,  X6881,  черный;19990₽;;https://www.citilink.ru/product/smartfon-infinix-hot-50-pro-x6881-256gb-8gb-chernyi-3g-4g-6-78-and14-8-2060829/
Смартфон INFINIX Hot 50 Pro 8/256Gb,  X6881,  серый титан;19180₽;;https://www.citilink.ru/product/smartfon-infinix-hot-50-pro-x6881-256gb-8gb-seryi-titan-3g-4g-6-78-and-2060826/
Смартфон INFINIX Zero Flip 8/512Gb,  X6962,  розовый;79990₽;;https://www.citilink.ru/product/smartfon-infinix-zero-flip-x6962-512gb-8gb-rozovyi-3g-4g-6-78-and14-80-2052882/
Смартфон INFINIX Note 40 8/256Gb,  X6853,  зеленый;21990₽;;https://www.citilink.ru/product/smartfon-infinix-note-40-x6853-256gb-8gb-zelenyi-3g-4g-6-78-1080x2436-2052872/
Смартфон INFINIX Note 40 Pro 8/256Gb,  X6850,  черный;25990₽;;https://www.citilink.ru/product/smartfon-infinix-note-40-pro-x6850-256gb-8gb-chernyi-3g-4g-2sim-6-78-a-2052871/
Смартфон INFINIX Note 40 Pro 12/256Gb,  X6850,  черный;27990₽;;https://www.citilink.ru/product/smartfon-infinix-note-40-pro-x6850-256gb-12gb-chernyi-3g-4g-2sim-6-78-2052868/
Смартфон Apple iPhone 15 Pro Max 1Tb,  A3105,  титан;211490₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-max-1tb-a3105-titan-1989576/
Смартфон Apple iPhone 15 Pro 1Tb,  A3101,  черный титан;196690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-1tb-a3101-chernyi-titan-1988215/
Смартфон Apple iPhone 15 Pro 1Tb,  A3101,  титан;196690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-1tb-a3101-titan-1983867/
Смартфон Apple iPhone 15 Pro 1Tb,  A3101,  синий титан;196690₽;5;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-1tb-a3101-sinii-titan-1983866/
Смартфон Apple iPhone 15 Pro 1Tb,  A3101,  белый титан;196690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-1tb-a3101-belyi-titan-1983865/
Смартфон Samsung Galaxy S23 FE 8/256Gb,  SM-S711B,  мятный;60190₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s23-fe-5g-8-256gb-sm-s711b-myatnyi-1983325/
Смартфон Samsung Galaxy S23 FE 8/128Gb,  SM-S711B,  бежевый;56790₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s23-fe-5g-8-128gb-sm-s711b-bezhevyi-1983263/
Смартфон Apple iPhone 15 Pro 1Tb,  A3104,  синий титан;196690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-1tb-a3104-sinii-titan-1981762/
Смартфон Apple iPhone 15 Pro 1Tb,  A3104,  белый титан;196690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-15-pro-1tb-a3104-belyi-titan-1981760/
Смартфон Samsung Galaxy A34 5G 6/128Gb,  SM-A346E,  зеленый лайм;24990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-a34-5g-6-128gb-sm-a346e-zelenyi-laim-1979196/
Смартфон OPPO A38 4/128Gb,  золотой;10990₽;5;https://www.citilink.ru/product/smartfon-oppo-a38-4-128gb-zolotoi-1978523/
Смартфон Samsung Galaxy Z Fold 4 12/1Tb,  SM-F936B,  серо-зеленый;159990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-4-12-1tb-sm-f936b-sero-zelenyi-1977946/
Смартфон Samsung Galaxy Z Fold 4 12/1Tb,  SM-F936B,  бежевый;159990₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-4-12-1tb-sm-f936b-bezhevyi-1977943/
Смартфон Samsung Galaxy Z Flip 5 8/512Gb,  SM-F731B,  бежевый;100590₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-5-5g-8-512gb-sm-f731b-bezhevyi-1971777/
Смартфон Samsung Galaxy Z Flip 5 8/512Gb,  SM-F731B,  графит;100590₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-5-5g-8-512gb-sm-f731b-grafit-1969982/
Смартфон Samsung Galaxy Z Flip 5 8/512Gb,  SM-F731B,  бежевый;100590₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-5-5g-8-512gb-sm-f731b-bezhevyi-1969360/
Смартфон Samsung Galaxy Z Flip 5 8/512Gb,  SM-F731B,  графит;100590₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-5-5g-8-512gb-sm-f731b-grafit-1969358/
Смартфон Samsung Galaxy Z Flip 5 8/512Gb,  SM-F731B,  мятный;100590₽;;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-flip-5-5g-8-512gb-sm-f731b-myatnyi-1969355/
Смартфон Samsung Galaxy Z Fold 5 12/512Gb,  SM-F946B,  черный фантом;160990₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-5-5g-12-512gb-sm-f946b-chernyi-fantom-1969326/
Смартфон Samsung Galaxy Z Fold 5 12/256Gb,  SM-F946B,  голубой;145390₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-z-fold-5-5g-12-256gb-sm-f946b-goluboi-1969318/
Смартфон DOOGEE V30 8/256Gb,  оранжевый / черный;45990₽;;https://www.citilink.ru/product/smartfon-doogee-v30-8-256gb-oranzhevyi-chernyi-1968429/
Смартфон Samsung Galaxy S23 8/128Gb,  SM-S911B,  черный фантом;66190₽;5;https://www.citilink.ru/product/smartfon-samsung-galaxy-s23-5g-8-128gb-sm-s911b-chernyi-fantom-1964194/
Смартфон INFINIX Note 30 8/128Gb,  X6833B,  золотистый;18990₽;5;https://www.citilink.ru/product/smartfon-infinix-note-30-8-128gb-x6833b-zolotistyi-1963948/
Смартфон ASUS ROG Phone 7 5G 12/256Gb,  AI2205,  черный;89990₽;;https://www.citilink.ru/product/smartfon-asus-rog-phone-7-5g-12-256gb-ai2205-chernyi-1942980/
Смартфон INFINIX Hot 50i 4/256Gb,  X6531B,  серый титан;12990₽;;https://www.citilink.ru/product/smartfon-infinix-hot-50i-x6531b-256gb-4gb-seryi-titan-3g-4g-6-8-and-80-2052924/
Смартфон INFINIX Note 30i 8/128Gb,  X6716,  золотой;17990₽;5;https://www.citilink.ru/product/smartfon-infinix-note-30i-8-128gb-x6716-zolotoi-1937263/
Смартфон INFINIX Note 30i 8/128Gb,  X6716,  зеленый;17990₽;4.5;https://www.citilink.ru/product/smartfon-infinix-note-30i-8-128gb-x6716-zelenyi-1937261/
Смартфон Apple iPhone 13 128Gb,  A2482,  сияющая звезда;63690₽;;https://www.citilink.ru/product/smartfon-apple-iphone-13-a2482-128gb-4gb-siyayusch-zv-3g-4g-6-1-1170x2-1863707/
Смартфон INFINIX Smart 9 4/128Gb,  X6532,  титан;9990₽;;https://www.citilink.ru/product/smartfon-infinix-smart-9-x6532-128gb-4gb-titan-3g-4g-6-8-and-802-11-a-2052935/
Смартфон BLACKVIEW BV9300 Pro 12/256Gb,  оранжевый;32990₽;;https://www.citilink.ru/product/smartfon-blackview-bv9300-pro-256gb-12gb-oranzhevyi-3g-4g-2sim-6-7-ips-2048634/
Смартфон Apple iPhone 16 Pro 128Gb,  A3292,  черный титан;147790₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-a3292-128gb-chern-tit-3g-4g-1sim-6-3-ios-2066433/
Смартфон Apple iPhone 16 Pro 128Gb,  A3292,  титан;147790₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-a3292-128gb-titan-3g-4g-1sim-6-3-ios-18-8-2066434/
Смартфон Apple iPhone 16 Pro 128Gb,  A3292,  белый титан;147790₽;;https://www.citilink.ru/product/smartfon-apple-iphone-16-pro-a3292-128gb-belyi-titan-3g-4g-1sim-6-3-io-2066435/
Смартфон TECNO Camon 30S 8/128Gb,  золотистый;18990₽;;https://www.citilink.ru/product/smartfon-tecno-camon-30s-128gb-8gb-zolotistyi-3g-4g-6-78-1080x2436-and-2068551/
Смартфон vivo Y19s 6/128Gb,  черный блестящий;15990₽;;https://www.citilink.ru/product/smartfon-vivo-y19s-128gb-6gb-blestyaschii-chernyi-3g-4g-6-68-lcd-1080x-2066516/
